grade,gender,transgender,sexual_orientation,religion,ethnicity,physical_disability,learning_disability,parent_guardian,guardian_degree,language_at_home_number,book_in_home_number,book_read_number,computer_at_home_number,district,gpa,dei_01,dei_02,dei_03,dei_04,dei_fair_to_boys,"G_School Climate for Diversity, Equity, and Inclusion			",dei_05,dei_06,dei_07,dei_10,"G_School Climate Overall			",dei_11,dei_12,dei_13,dei_16,dei_17,dei_18,dei_21,dei_75,"G_Classroom Teaching Supporting Diversity, Equity, and Inclusion						",dei_24,dei_25,dei_26,"G_Co-curricular Activities Supporting Diversity, Equity, and Inclusion		",dei_27,dei_28,dei_29,"G_School Commitment to Diversity, Equity, and Inclusion",dei_30,dei_31,dei_32,dei_35,dei_36,dei_37,"G_Everyday Discrimination by Students					",dei_48,dei_49,dei_50,dei_53,dei_54,dei_55,"G_Everyday Discrimination by Teachers					",dei_72,dei_73,dei_74,dei_76,"G_Outcomes					",dei_80,dei_81,dei_82,dei_83,dei_84,"G_Meaningful Interactions Across Difference				"
9,Male,No,Heterosexual,Atheist,White,No,No,Parents,Finished a 4-year college degree,2,25-99,,"Yes, two",2,2,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,4,4,5,4,5,4.57 ,0,0,0,0,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,4,4,4,4,,4
11,Female,No,Heterosexual,Christian,White,No,No,Single Parent,Finished high school,2,100-250,,"Yes, three or more",2,1,4,,4,4,,4,4,5,5,5,4.75 ,5,5,3,3,2,2,2,2,2.71 ,4,0,3,2.333333333,4,3,3,3.333333333,1,1,1,1,1,1,1,1,1,1,3,1,1,1.333333333,4,5,5,4.00 ,4.50 ,4,5,5,4,,4.5
12,Female,No,Bisexual,,Asian,No,,Parents,Finished a professional or graduate degree after college,2,More than 250,,"Yes, three or more",2,1,3,,2,3,,2.666666667,4,4,5,4,4.25 ,2,4,2,4,2,5,4,4,3.57 ,3,4,3,3.333333333,3,3,2,2.666666667,2,3,3,4,1,2,2.5,2,2,3,2,1,1,1.833333333,4,3,4,3.50 ,3.63 ,5,5,5,5,,5
11,Female,No,Heterosexual,Christian,Asian,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,2,4,,1,5,,3.333333333,4,5,5,2,4.00 ,5,5,4,5,5,5,4,5,4.71 ,3,3,5,3.666666667,3,3,2,2.666666667,2,1,1,2,1,1,1.333333333,2,3,2,1,1,1,1.666666667,3,4,3,3.00 ,3.25 ,2,2,2,2,,2
6,Female,No,I don't know,Christian,White,No,No,Parents,Finished a 4-year college degree,1,11-24,,"Yes, three or more",2,1,5,,3,5,,4.333333333,5,5,5,5,5.00 ,5,5,5,5,5,5,4,5,4.86 ,4,4,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,1,5,5,5,,4
8,Male,No,,None,Asian,No,No,Parents,Finished a professional or graduate degree after college,2,100-250,,"Yes, three or more",2,,5,,5,5,,5,5,5,5,5,5.00 ,5,,,,,,,5,5.00 ,0,0,,0,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,,,,,,
6,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,5,5,5,5,5,5.00 ,3,3,3,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,4,3,1,1,,2.25
11,Female,No,Heterosexual,Christian,Black or African American,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",2,4,5,,4,5,,4.666666667,4,4,5,4,4.25 ,5,3,2,2,2,3,4,4,2.86 ,1,1,1,1,,,,,2,2,2,1,1,1,1.5,2,2,2,1,1,1,1.5,,,,5.00 ,5.00 ,,,,,,
7,Male,No,Heterosexual,Muslim,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,2,2,2,1,1,2,1,1.57 ,0,0,1,0.333333333,5,4,5,4.666666667,2,2,1,1,2,2,1.666666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,2,5,4,3,,3.5
12,,No,Heterosexual,,Black or African American,,No,Single Parent,Attended some college or earned a 2-year degree,1,100-250,,"Yes, three or more",2,2,5,,5,3,,4.333333333,2,3,4,2,2.75 ,1,2,2,1,1,3,,1,1.67 ,4,0,0,1.333333333,3,2,2,2.333333333,4,3,2,4,4,3,3.333333333,2,2,2,2,2,2,2,3,4,2,3.00 ,3.00 ,2,1,2,1,,1.5
10,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,2,5,,4,5,,4.666666667,4,4,5,5,4.50 ,5,2,4,3,2,4,2,4,3.00 ,5,4,4,4.333333333,4,3,4,3.666666667,2,3,2,2,1,1,1.833333333,2,2,1,3,1,1,1.666666667,5,4,5,4.00 ,4.50 ,4,5,5,5,,4.75
8,Nonbinary or another gender,,I don't know,,Black or African American,No,No,Stepparent,Finished a professional or graduate degree after college,1,25-99,,"Yes, three or more",2,3,4,,5,5,,4.666666667,4,5,5,5,4.75 ,4,3,4,3,3,4,5,4,3.71 ,4,4,3,3.666666667,2,3,2,2.333333333,2,3,2,3,1,3,2.333333333,1,2,2,1,1,1,1.333333333,2,2,1,4.00 ,2.25 ,3,4,4,5,,4
6,Female,No,Heterosexual,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",2,1,5,,5,5,,5,5,5,4,5,4.75 ,5,5,5,3,4,5,,4,4.33 ,3,3,4,3.333333333,5,4,5,4.666666667,2,2,1,3,1,1,1.666666667,1,1,1,1,1,1,1,4,5,5,5.00 ,4.75 ,5,5,5,5,,5
8,Female,No,Heterosexual,Jewish,White,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",2,1,5,,4,4,,4.333333333,4,5,4,4,4.25 ,5,2,5,4,4,5,5,5,4.29 ,4,0,1,1.666666667,3,3,4,3.333333333,3,2,1,4,1,4,2.5,3,1,2,4,1,3,2.333333333,3,4,4,3.50 ,3.63 ,3,5,5,5,,4.5
8,Male,No,Heterosexual,None,White,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",2,1,5,,4,5,,4.666666667,5,5,5,5,5.00 ,5,3,3,2,2,2,1,2,2.14 ,0,0,1,0.333333333,5,5,5,5,3,2,1,3,3,3,2.5,2,2,1,1,1,1,1.333333333,5,4,4,5.00 ,4.50 ,1,1,1,1,,1
8,Female,No,I don't know,,Asian,No,No,Parents,Finished a professional or graduate degree after college,2,25-99,,"Yes, three or more",2,4,5,,5,5,,5,5,5,5,5,5.00 ,5,5,4,5,4,5,,4,4.50 ,4,4,4,4,5,5,5,5,5,2,1,1,1,1,1.833333333,5,2,1,1,1,1,1.833333333,5,5,5,5.00 ,5.00 ,4,4,3,5,,4
11,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished high school,1,25-99,,"Yes, one",2,1,5,,3,5,,4.333333333,5,5,5,5,5.00 ,5,5,5,3,5,5,2,4,4.14 ,5,5,5,5,5,5,4,4.666666667,2,1,2,3,2,1,1.833333333,3,2,3,1,1,1,1.833333333,5,5,5,5.00 ,5.00 ,4,5,5,5,,4.75
6,Female,No,,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",2,1,5,,3,4,,4,5,4,5,5,4.75 ,5,5,5,3,5,3,2,4,3.86 ,4,4,4,4,4,3,5,4,3,3,3,4,1,1,2.5,1,2,1,1,1,1,1.166666667,5,3,4,4.50 ,4.13 ,4,5,5,5,,4.75
12,Female,No,Heterosexual,None,White,No,No,Parents,Finished a 4-year college degree,2,100-250,,"Yes, three or more",2,1,4,,3,5,,4,,5,5,5,5.00 ,5,4,4,4,1,4,3,5,3.57 ,4,5,3,4,4,3,4,3.666666667,2,2,1,3,3,1,2,2,2,3,1,1,1,1.666666667,4,5,5,5.00 ,4.75 ,5,5,5,5,,5
10,Male,No,Heterosexual,,,No,Yes,Parents,Finished a professional or graduate degree after college,1,11-24,,"Yes, three or more",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,4,4,2,4,3,4,3,3.43 ,3,3,3,3,5,5,5,5,2,1,1,1,1,1,1.166666667,2,1,1,1,1,1,1.166666667,5,5,5,5.00 ,5.00 ,4,4,3,4,,3.75
7,Female,No,I don't know,None,White,No,No,Parents,Finished a 4-year college degree,1,More than 250,,"Yes, three or more",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,5,4,4,5,4,3,5,4.29 ,0,0,0,0,4,4,4,4,1,2,1,2,1,1,1.333333333,1,2,1,1,1,1,1.166666667,4,5,5,5.00 ,4.75 ,1,1,1,4,,1.75
8,Female,No,Heterosexual,Jewish,White,No,No,Parents,Finished a 4-year college degree,1,25-99,,"Yes, three or more",2,1,5,,2,5,,4,4,4,5,4,4.25 ,5,3,2,2,2,1,2,3,2.14 ,0,3,1,1.333333333,3,3,4,3.333333333,4,4,4,5,2,1,3.333333333,4,4,3,3,1,1,2.666666667,5,4,4,5.00 ,4.50 ,5,5,5,5,,5
9,Male,No,Heterosexual,Christian,Black or African American,No,No,Stepparent,Finished a 4-year college degree,1,25-99,,"Yes, three or more",2,2,3,,5,5,,4.333333333,4,4,5,5,4.50 ,5,4,2,3,4,4,4,4,3.57 ,0,4,0,1.333333333,4,3,5,4,1,3,2,3,1,3,2.166666667,1,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,3,4,5,5,,4.25
11,Male,No,Heterosexual,None,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",2,1,5,,4,5,,4.666666667,5,5,4,5,4.75 ,5,3,2,2,1,2,2,2,2.00 ,3,3,3,3,4,5,4,4.333333333,3,3,3,3,2,3,2.833333333,2,2,2,1,1,1,1.5,4,5,5,4.50 ,4.63 ,5,5,5,5,,5
9,Male,No,Heterosexual,Christian,Asian,No,No,Parents,Finished a professional or graduate degree after college,1,11-24,,"Yes, three or more",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,4,2,2,1,2,5,2,2.57 ,0,1,0,0.333333333,4,5,5,4.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,3,3,3,3,,3
6,Female,No,,,Black or African American,No,No,Single Parent,Finished a 4-year college degree,1,100-250,,"Yes, two",2,1,3,,4,5,,4,4,4,5,5,4.50 ,,,,,,,,,,5,0,1,2,4,3,3,3.333333333,3,2,3,4,1,3,2.666666667,1,1,1,1,1,1,1,4,4,4,5.00 ,4.25 ,,,,,,
9,Female,No,Heterosexual,Hindu,Asian,No,No,Parents,Finished a professional or graduate degree after college,2,More than 250,,"Yes, three or more",2,1,4,,3,3,,3.333333333,3,5,4,4,4.00 ,5,4,4,2,2,3,1,2,2.57 ,3,0,0,1,4,4,3,3.666666667,2,2,1,2,2,1,1.666666667,1,1,1,1,1,1,1,3,4,4,3.00 ,3.50 ,5,5,5,5,,5
11,Female,No,Heterosexual,None,Asian,No,No,Single Parent,Finished a professional or graduate degree after college,1,11-24,,"Yes, three or more",2,,3,,1,4,,2.666666667,4,5,4,5,4.50 ,5,2,1,2,2,2,2,2,1.86 ,0,0,0,0,4,3,3,3.333333333,2,2,1,3,1,1,1.666666667,2,1,2,4,1,3,2.166666667,4,3,5,5.00 ,4.25 ,4,2,5,5,,4
11,Male,No,Bisexual,Christian,Asian,No,No,Parents,Finished a 4-year college degree,2,More than 250,,"Yes, three or more",2,3,5,,3,4,,4,3,2,5,3,3.25 ,5,2,2,2,3,2,2,2,2.14 ,0,4,0,1.333333333,5,3,5,4.333333333,2,2,1,2,2,4,2.166666667,4,4,3,2,1,1,2.5,4,4,2,0.50 ,2.63 ,5,5,5,3,,4.5
6,Female,No,I don't know,Hindu,American Indian or Alaskan Native,No,No,Parents,Finished a professional or graduate degree after college,1,25-99,,"Yes, three or more",2,1,5,,5,4,,4.666666667,4,4,5,5,4.50 ,5,2,3,2,2,2,3,4,2.57 ,4,4,3,3.666666667,3,3,4,3.333333333,,2,2,2,1,2,1.8,,3,1,1,1,1,1.4,4,4,4,4.00 ,4.00 ,5,5,5,5,,5
8,Male,No,Bisexual,Christian,Asian,No,No,Parents,Finished a professional or graduate degree after college,2,25-99,,"Yes, three or more",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Female,No,Heterosexual,Christian,White,Yes,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,3,5,,1,5,,3.666666667,2,2,5,3,3.00 ,5,5,5,5,5,5,5,5,5.00 ,4,1,1,2,3,3,5,3.666666667,1,1,1,1,1,1,1,5,5,1,5,5,1,3.666666667,1,1,3,3.00 ,2.00 ,5,5,5,5,,5
7,Male,No,,Atheist,White,No,No,Parents,I don't know,1,25-99,,"Yes, two",2,,5,,5,5,,5,4,5,5,5,4.75 ,5,4,5,5,4,2,2,5,3.86 ,4,0,0,1.333333333,5,4,3,4,,1,5,2,1,5,2.8,5,1,1,1,1,1,1.666666667,4,,5,3.50 ,4.17 ,5,5,5,5,,5
9,Male,No,Heterosexual,Christian,"Hispanic, Latino, or Spanish",No,No,Parents,Finished a professional or graduate degree after college,2,11-24,,"Yes, three or more",2,4,5,,5,5,,5,,5,5,5,5.00 ,5,5,5,5,5,5,5,5,5.00 ,1,4,5,3.333333333,5,5,5,5,5,5,5,2,2,1,3.333333333,5,5,5,2,2,1,3.333333333,5,5,5,5.00 ,5.00 ,5,4,3,5,,4.25
7,Male,No,Heterosexual,None,White,No,No,Single Parent,Attended some college or earned a 2-year degree,1,100-250,,"Yes, three or more",2,2,5,,5,5,,5,5,5,5,5,5.00 ,,1,2,2,2,2,3,2,2.00 ,0,3,0,1,5,4,5,4.666666667,2,2,2,1,1,1,1.5,3,2,3,1,1,3,2.166666667,4,4,5,4.00 ,4.25 ,4,5,4,5,,4.5
8,Male,No,,Hindu,Asian,No,No,Parents,Finished a 4-year college degree,2,More than 250,,"Yes, two",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,4,4,5,5,4,4.57 ,5,0,0,1.666666667,4,4,4,4,2,1,1,2,1,2,1.5,2,1,1,1,1,1,1.166666667,4,5,5,5.00 ,4.75 ,3,4,4,4,,3.75
10,Female,No,Heterosexual,Christian,White,Yes,No,Parents,Finished a professional or graduate degree after college,2,More than 250,,"Yes, three or more",2,1,4,,2,4,,3.333333333,4,3,3,4,3.50 ,3,2,2,2,2,2,2,2,2.00 ,1,0,5,2,2,2,2,2,1,1,1,2,1,1,1.166666667,2,2,1,2,1,1,1.5,2,2,2,4.00 ,2.50 ,5,4,5,5,,4.75
8,Nonbinary or another gender,Yes,Gay/Lesbian/Queer,Agnostic,White,Yes,No,Parents,Finished high school,1,25-99,,"Yes, three or more",2,1,5,,1,3,,3,4,4,5,4,4.25 ,1,1,2,3,2,4,1,2,2.14 ,1,4,3,2.666666667,4,3,3,3.333333333,2,2,2,5,2,3,2.666666667,2,2,3,4,1,1,2.166666667,3,4,4,4.00 ,3.75 ,5,5,5,4,,4.75
8,Female,No,Heterosexual,None,White,No,No,Parents,Finished a 4-year college degree,1,25-99,,"Yes, three or more",2,1,4,,1,4,,3,4,5,5,5,4.75 ,5,2,5,4,2,4,4,2,3.29 ,3,5,3,3.666666667,5,3,4,4,2,3,2,3,3,3,2.666666667,1,1,1,1,1,1,1,4,4,3,4.00 ,3.75 ,2,4,5,5,,4
9,Male,No,Heterosexual,Christian,"Hispanic, Latino, or Spanish",No,No,Parents,I don't know,1,More than 250,,"Yes, three or more",2,4,5,,4,4,,4.333333333,4,4,5,5,4.50 ,5,4,2,4,4,4,4,4,3.71 ,3,4,4,3.666666667,4,4,4,4,2,2,4,3,2,3,2.666666667,2,2,2,1,1,1,1.5,4,4,4,4.00 ,4.00 ,4,4,4,4,,4
10,Male,No,Bisexual,Jewish,White,No,No,Parents,I don't know,1,More than 250,,"Yes, three or more",2,2,5,,5,4,,4.666666667,4,4,5,4,4.25 ,5,3,3,3,3,3,3,3,3.00 ,4,4,4,4,5,3,5,4.333333333,2,2,2,2,1,2,1.833333333,2,2,2,1,1,1,1.5,4,4,5,5.00 ,4.50 ,5,5,5,5,,5
6,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,25-99,,"Yes, three or more",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,5,5,4,5,5,4.86 ,0,0,0,0,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,2,2,3,4,,2.75
6,Male,No,Heterosexual,Christian,"Middle Eastern, North African, or Arab",No,No,Parents,Finished a professional or graduate degree after college,2,100-250,,"Yes, three or more",2,2,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,5,5,5,5,5,5.00 ,4,4,4,4,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5.00 ,5.00 ,3,3,3,3,,3
9,Male,No,Heterosexual,Atheist,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,1,5,,1,4,,3.333333333,4,4,5,4,4.25 ,5,5,2,3,2,4,2,2,2.86 ,0,0,0,0,3,2,3,2.666666667,3,3,1,3,1,4,2.5,3,3,1,4,1,1,2.166666667,3,4,3,3.50 ,3.38 ,4,5,5,5,,4.75
10,Female,No,Heterosexual,Buddhist,Asian,No,No,Parents,Finished a professional or graduate degree after college,2,25-99,,"Yes, three or more",2,1,5,,4,5,,4.666666667,5,5,4,5,4.75 ,5,5,5,5,5,5,5,5,5.00 ,5,5,5,5,4,4,4,4,3,3,1,2,1,1,1.833333333,1,1,1,1,1,1,1,4,4,4,5.00 ,4.25 ,4,4,5,5,,4.5
9,Female,No,I don't know,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",2,2,5,,4,3,,4,4,4,4,4,4.00 ,5,3,4,2,2,3,2,2,2.57 ,3,0,,1.5,4,4,4,4,2,3,1,3,2,1,2,2,3,1,3,1,1,1.833333333,4,4,4,3.50 ,3.88 ,4,4,4,4,,4
6,Female,No,,Christian,"Hispanic, Latino, or Spanish",No,No,Parents,I don't know,1,100-250,,"Yes, three or more",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Male,No,Heterosexual,None,Asian,No,No,Single Parent,Finished a 4-year college degree,2,100-250,,"Yes, three or more",2,2,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,4,4,5,5,5,4.71 ,5,4,5,4.666666667,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,5,5,5,5,,5
8,Female,No,I don't know,Other,White,No,No,Single Parent,I don't know,1,25-99,,"Yes, three or more",2,3,5,,4,4,,4.333333333,4,4,4,3,3.75 ,3,4,4,3,3,4,4,3,3.57 ,4,3,4,3.666666667,3,4,4,3.666666667,3,3,2,3,1,1,2.166666667,4,2,2,2,1,1,2,3,3,3,4.00 ,3.25 ,4,4,4,4,,4
11,Female,No,Heterosexual,Hindu,Asian,No,No,Parents,Finished a professional or graduate degree after college,2,25-99,,"Yes, three or more",2,1,4,,5,4,,4.333333333,4,5,5,4,4.50 ,4,2,2,2,2,2,2,2,2.00 ,1,1,1,1,4,3,3,3.333333333,1,1,2,2,1,1,1.333333333,1,1,2,2,1,1,1.333333333,4,5,5,4.50 ,4.63 ,5,4,5,5,,4.75
9,Male,No,Heterosexual,Other,"Hispanic, Latino, or Spanish",No,No,Single Parent,Finished high school,2,100-250,,"Yes, three or more",2,4,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,5,5,5,5,5,5.00 ,0,0,0,0,5,5,5,5,1,1,2,1,1,1,1.166666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,5,5,5,5,,5
12,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,4,5,,5,5,,5,5,5,5,5,5.00 ,5,4,4,4,4,4,4,4,4.00 ,0,0,0,0,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5.00 ,4.25 ,4,4,4,4,,4
11,Male,No,Heterosexual,Christian,"Some other race, ethnicity, or origin",No,No,Single Parent,Finished a 4-year college degree,1,100-250,,"Yes, three or more",2,1,4,,1,2,,2.333333333,3,3,4,3,3.25 ,4,2,2,3,2,4,5,4,3.14 ,3,3,4,3.333333333,5,2,3,3.333333333,4,4,3,4,4,5,4,2,2,2,2,1,1,1.666666667,3,3,3,3.00 ,3.00 ,4,4,5,4,,4.25
8,Female,,,,"Some other race, ethnicity, or origin",No,No,Parents,I don't know,2,25-99,,"Yes, three or more",2,2,5,,5,5,,5,5,5,5,5,5.00 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,5.00 ,,,,,,
8,Female,No,Heterosexual,Agnostic,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",2,1,5,,4,4,,4.333333333,,4,5,4,4.33 ,5,5,5,4,4,5,5,4,4.57 ,3,0,4,2.333333333,5,3,4,4,2,1,1,3,1,3,1.833333333,1,1,1,2,1,1,1.166666667,4,5,3,4.50 ,4.13 ,5,5,5,5,,5
12,Female,No,,,Black or African American,No,No,Stepparent,Finished a 4-year college degree,1,More than 250,,"Yes, three or more",2,2,2,,1,,,1.5,4,3,4,5,4.00 ,4,3,3,2,3,2,3,4,2.86 ,5,5,5,5,3,4,2,3,2,2,3,5,3,4,3.166666667,3,3,2,3,3,2,2.666666667,3,4,4,3.00 ,3.50 ,4,4,5,3,,4
7,Male,No,Heterosexual,Christian,Black or African American,No,No,Parents,I don't know,1,25-99,,"Yes, three or more",2,3,5,,5,5,,5,5,4,5,5,4.75 ,5,4,5,5,5,3,2,3,3.86 ,4,1,1,2,4,4,5,4.333333333,1,1,1,2,1,1,1.166666667,1,2,1,3,1,1,1.5,5,5,5,5.00 ,5.00 ,5,5,5,5,,5
11,Female,No,Bisexual,Christian,"Some other race, ethnicity, or origin",No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",2,2,4,,1,1,,2,3,2,5,2,3.00 ,1,2,2,2,1,2,2,1,1.71 ,5,5,0,3.333333333,1,1,1,1,5,5,5,5,5,5,5,3,3,5,5,1,3,3.333333333,2,2,1,2.00 ,1.75 ,3,4,3,4,,3.5
10,Male,No,Heterosexual,Christian,White,No,No,Parents,Attended some college or earned a 2-year degree,1,100-250,,"Yes, three or more",2,1,5,,5,5,,5,5,5,5,5,5.00 ,5,2,5,4,2,5,5,5,4.00 ,1,0,0,0.333333333,5,,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,5,5,5,5,,5
7,Male,Yes,,Other,Asian,No,No,Parents,I don't know,2,100-250,,"Yes, three or more",2,1,5,,5,5,,5,4,4,5,5,4.50 ,5,3,3,2,2,3,2,2,2.43 ,1,1,1,1,5,5,5,5,2,2,1,3,2,2,2,1,2,1,1,1,1,1.166666667,5,5,5,4.50 ,4.88 ,3,3,3,3,,3
12,Male,No,Gay/Lesbian/Queer,Atheist,Asian,No,No,Other Adult,Finished a professional or graduate degree after college,2,100-250,,"Yes, three or more",2,1,3,,3,3,,3,5,5,5,4,4.75 ,2,3,2,3,2,3,4,3,2.86 ,4,4,1,3,4,3,2,3,1,2,1,3,1,1,1.5,1,1,1,1,1,1,1,3,4,3,3.50 ,3.38 ,5,4,5,5,,4.75
6,Female,No,Heterosexual,Christian,White,No,Yes,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",2,6,5,,5,5,,5,5,5,5,5,5.00 ,5,5,5,2,4,2,2,5,3.57 ,5,1,5,3.666666667,5,5,5,5,3,3,2,1,4,3,2.666666667,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,5,5,5,5,,5
7,Female,No,Heterosexual,Jewish,Black or African American,No,No,Parents,Finished high school,2,More than 250,,"Yes, three or more",2,3,4,,3,,,3.5,4,4,5,5,4.50 ,4,4,2,3,3,3,3,3,3.00 ,4,3,0,2.333333333,3,3,4,3.333333333,3,3,4,3,3,3,3.166666667,3,3,3,3,1,1,2.333333333,3,4,3,2.50 ,3.13 ,2,2,2,2,,2
11,Male,No,Heterosexual,None,Asian,No,No,Other Adult,Finished a 4-year college degree,1,25-99,,"Yes, three or more",2,3,5,,5,5,,5,4,4,5,4,4.25 ,5,3,4,3,4,4,4,4,3.71 ,3,1,1,1.666666667,5,4,4,4.333333333,2,1,2,2,1,1,1.5,3,2,2,1,1,1,1.666666667,4,4,4,4.00 ,4.00 ,2,4,4,3,,3.25
10,Male,No,Heterosexual,None,Asian,No,No,Other Adult,Attended some college or earned a 2-year degree,2,100-250,,"Yes, one",2,,5,,5,5,,5,5,5,5,5,5.00 ,5,5,2,5,4,4,4,4,4.00 ,4,4,3,3.666666667,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,2,1,5,4,,3
12,Male,No,Gay/Lesbian/Queer,Christian,White,No,No,Parents,Finished a 4-year college degree,1,11-24,,"Yes, three or more",2,1,4,,2,4,,3.333333333,4,4,4,4,4.00 ,5,4,4,2,2,4,3,3,3.14 ,0,0,0,0,4,3,3,3.333333333,3,4,4,4,4,4,3.833333333,2,1,2,2,1,1,1.5,4,3,3,3.00 ,3.25 ,4,5,4,5,,4.5
9,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a 4-year college degree,1,25-99,,"Yes, three or more",2,2,5,,5,5,,5,4,5,5,5,4.75 ,5,3,3,5,4,4,2,3,3.43 ,3,3,0,2,5,5,4,4.666666667,2,2,1,2,1,1,1.5,2,2,1,1,1,1,1.333333333,5,5,5,5.00 ,5.00 ,4,5,5,4,,4.5
9,Male,No,Heterosexual,None,"Some other race, ethnicity, or origin",No,No,Parents,Finished a professional or graduate degree after college,1,25-99,,"Yes, three or more",2,4,5,,5,5,,5,5,5,5,5,5.00 ,5,3,4,2,1,3,3,3,2.71 ,0,0,0,0,5,5,5,5,1,2,1,1,1,1,1.166666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,4,4,4,4,,4
10,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",2,1,5,,5,5,,5,5,,5,5,5.00 ,5,2,2,2,2,2,2,2,2.00 ,0,0,0,0,4,4,3,3.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4.00 ,4.00 ,5,5,5,5,,5
,,,,,,No,No,,,,,,"Yes, three or more",2,1,5,,5,,,5,5,5,5,5,5.00 ,,2,5,5,5,4,4,4,4.14 ,,,,,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,,,,
